userId,movieId,rating
120,5168,2
120,2992,4
120,4273,4
121,1003,2
121,1274,3
121,1336,4
121,2783,2
122,3179,3
122,847,3
122,4218,4
123,2619,4
123,394,1
123,5576,4
124,5821,4
124,534,3
124,1609,4
125,5722,3
125,3274,1
125,5920,2
125,728,1
126,41,2
126,472,4
127,3949,2
127,3579,2
127,3384,4
128,5505,2
128,3121,2
128,1996,1
128,5923,1
129,3259,4
129,3091,2
130,1668,3
131,3323,3
131,4965,2
131,2528,2
131,2827,3
132,3279,4
132,1102,4
132,4683,3
132,5437,3
132,1957,3
133,1826,2
133,5567,2
134,2791,3
134,2153,2
135,2566,3
135,5094,3
136,5278,2
136,4973,1
136,3857,4
137,1839,2
137,1251,4
137,2628,4
138,4412,3
139,114,4
139,2224,3
139,4307,1
139,2553,2
140,5537,2
140,4711,2
140,2736,3
140,3032,2
141,2089,3
141,2602,2
142,4671,4
142,1145,4
142,379,2
142,4106,4
143,5593,1
143,1105,4
143,3788,1
143,2827,1
144,1192,2
144,3875,2
144,124,4
145,2083,2
145,3011,1
145,661,1
146,2939,1
146,3257,3
146,4451,3
147,4611,1
147,2681,4
148,667,3
148,4111,1
149,1790,3
149,768,1
149,434,4
150,5917,4
150,1018,3
150,989,1
151,4877,3
151,5763,3
151,1126,2
152,5386,3
152,1697,2
153,267,3
153,596,2
153,3306,1
153,4883,4
153,3541,1
154,5362,2
154,3496,3
155,5709,4
155,4469,4
155,3673,1
155,2892,2
156,5491,3
156,2093,4
156,3885,2
156,2208,4
156,5485,4
157,5695,2
157,3479,4
157,5175,1
157,114,2
158,2910,1
158,2537,3
158,1198,3
159,3641,4
160,613,3
160,1908,3
160,2210,1
161,4285,2
161,1608,1
161,5853,3
162,4272,1
162,2096,3
163,2085,2
163,2440,1
163,5125,2
163,5625,3
164,1847,1
164,5657,4
164,1048,1
165,632,4
165,5149,2
165,2347,1
165,4671,1
165,1440,3
166,3891,1
166,1742,1
166,1746,4
167,3505,1
167,3245,4
167,2945,4
167,1451,2
167,5773,4
168,5659,4
168,2918,1
168,2282,3
168,3266,1
168,1197,2
169,3641,3
169,2059,3
169,2822,2
169,1286,2
169,1165,1
170,1234,2
170,875,3
170,3612,4
171,3038,1
171,3841,4
171,1062,1
172,5368,1
172,4286,4
173,1705,3
174,5345,2
174,3772,4
174,1656,2
175,2760,1
175,537,1
175,4782,2
176,169,4
176,1676,3
176,2229,3
176,1674,1
176,3964,3
177,2111,1
177,3562,3
177,4406,3
177,5855,1
178,4903,4
178,3822,3
178,2629,1
178,4737,2
179,4744,1
180,782,3
180,1755,1
180,3738,3
181,1910,2
182,3000,3
182,1989,3
182,3566,2
183,2135,2
183,1456,4
184,1967,3
184,1297,3
184,930,1
184,2058,1
184,2289,4
184,960,1
185,477,3
185,2466,3
186,3895,2
187,4510,2
187,4383,3
188,1103,2
188,4557,4
188,1982,2
189,3592,2
190,2218,1
190,5245,4
191,3537,2
191,1128,3
191,3371,3
192,5663,1
192,3180,2
193,1803,4
194,4720,4
194,704,2
194,4805,3
194,4066,3
195,1340,1
195,3412,2
196,4829,3
196,3407,1
196,1163,4
196,1522,3
196,5668,2
197,2330,4
197,4940,2
197,4968,4
197,5563,1
197,5184,1
198,1933,1
198,5302,4
198,1137,2
198,1188,1
199,4675,2
199,4031,1
200,2982,4
200,2061,1
200,383,4
201,2804,2
201,809,2
201,1941,3
202,3325,1
202,1192,4
202,1438,3
202,367,2
203,2075,1
203,717,1
204,5061,2
204,3116,4
204,4149,1
205,2904,4
205,2293,3
205,4203,3
206,816,3
207,383,1
208,2559,2
208,3954,4
208,1012,1
209,174,4
209,5707,3
209,5413,3
210,114,3
210,5742,1
210,1762,1
210,1673,1
211,4701,3
211,5741,2
212,3114,2
212,1081,4
212,408,1
213,2771,1
213,1827,3
214,4598,4
214,852,4
214,3705,4
215,4711,1
215,5476,2
215,4848,2
216,4685,3
216,4729,3
216,4210,4
217,4641,2
217,3324,3
217,2438,2
217,5395,1
218,1792,3
218,1620,2
218,5469,1
219,3913,3
219,3121,3
219,2949,2
219,542,3
220,1697,3
220,2256,4
220,3609,4
221,1316,4
221,3655,4
222,4810,1
222,2200,2
223,4409,4
224,3726,3
224,181,2
224,4019,1
224,4421,2
225,541,2
225,1627,4
225,4114,3
225,767,2
226,5307,3
226,4372,1
227,4847,1
227,4914,2
227,4303,3
228,2759,3
228,5178,1
228,3222,2
228,2091,4
229,3986,3
229,1564,2
230,3,1
230,5413,4
230,3725,3
231,5651,1
231,5205,1
232,5393,1
233,1111,1
233,5431,2
233,4845,2
233,242,4
234,1018,4
234,334,2
235,1432,3
235,538,1
235,5856,2
235,743,4
235,5548,1
235,393,2
236,4736,2
236,3483,2
236,5804,1
236,3615,1
236,296,4
237,5224,4
237,110,3
237,3035,3
238,2464,1
238,1566,4
238,1812,1
239,3964,4
239,5415,4
239,1860,2
240,3502,4
240,4718,4
241,5449,4
241,5025,3
242,5872,2
242,4529,2
242,4559,3
243,301,2
243,2466,3
243,3490,4
244,2773,2
244,2303,1
244,2541,2
244,1392,1
245,2333,1
245,49,2
245,3974,3
246,3832,1
246,223,1
247,1188,3
247,4988,1
248,877,3
248,5460,3
248,4495,2
248,3396,4
249,2134,3
249,2728,4
249,924,3
249,2930,1
249,5784,4
250,2232,4
251,3194,2
251,457,3
251,5231,4
251,529,2
252,2051,3
252,4583,4
252,603,1
253,1942,2
253,4145,1
254,2085,2
254,1268,3
254,5237,2
254,4134,1
254,1416,1
255,444,2
256,5713,1
256,97,1
257,1295,4
257,5547,4
257,685,3
258,5716,1
258,4636,1
258,4281,4
258,2881,3
259,3990,1
259,123,1
259,3572,4
260,5340,2
260,3575,4
260,2742,2
261,5736,4
261,3452,2
261,1240,4
262,875,4
262,1280,1
262,4218,1
262,564,4
263,2957,2
263,4637,1
264,466,3
264,1412,4
265,3508,2
265,3748,1
265,974,2
266,3623,3
266,2439,1
267,4558,1
268,2736,3
268,3378,1
268,4474,1
268,5919,2
269,5094,2
269,1256,4
269,2874,2
270,1863,4
270,1094,3
270,1104,4
271,1740,2
272,4876,3
272,3084,2
273,4089,1
273,3887,1
273,1903,2
274,2309,3
274,218,3
275,4438,1
275,1670,1
276,1630,3
276,4866,3
277,5302,4
277,2478,3
277,3294,2
277,2179,3
277,2143,3
278,2520,1
278,4406,3
278,4707,3
279,2825,3
279,5070,2
279,2955,3
280,3589,1
280,2308,1
280,1908,3
281,2996,1
281,1701,1
281,3916,1
282,2479,3
282,498,4
282,3224,3
283,4571,1
283,656,2
283,101,3
284,4538,4
284,1563,4
284,1704,3
285,3751,4
285,5804,4
286,946,1
286,15,2
286,4341,1
287,2721,1
287,5131,4
287,1235,3
288,5203,1
288,5435,1
288,43,2
288,3653,1
288,1695,4
288,5613,3
289,154,1
289,1102,4
289,2707,2
289,5842,2
290,1885,1
290,3355,2
290,3054,4
291,2798,4
291,3261,4
291,5774,1
291,4450,1
292,5555,1
293,2381,4
293,3183,1
293,3899,3
294,3191,3
295,43,4
295,2708,4
295,488,4
295,2685,1
296,219,4
296,1204,4
296,5358,2
297,1847,1
298,3529,2
298,1103,3
299,709,2
300,871,3
300,86,4
300,3236,1
301,2581,2
301,5444,4
302,387,3
302,4561,3
302,3078,4
302,1496,2
303,18,4
304,1514,1
304,2449,3
304,3460,2
304,4464,1
306,3772,1
306,4540,4
306,1045,3
306,1744,4
307,2853,4
307,1215,1
308,1435,2
308,994,3
308,4432,1
309,5866,1
309,1735,4
310,3612,2
310,3879,3
310,1630,2
311,3301,4
311,632,1
312,1754,4
312,3720,3
312,307,4
313,2973,2
313,3104,2
313,5215,3
313,3613,2
314,3161,3
314,5182,4
315,3173,2
315,165,3
316,1307,2
317,3530,1
317,3631,1
317,5283,3
317,2569,3
318,3469,4
318,2850,3
318,1069,2
318,3799,3
319,148,3
319,699,1
319,276,3
320,552,1
320,4043,4
321,1681,4
321,1850,1
322,3651,3
322,1115,1
322,4115,4
323,5766,1
324,2813,3
324,3207,1
324,3233,2
325,3034,2
325,1023,3
325,995,2
325,5143,1
326,3980,2
326,2631,4
326,2247,3
326,4840,4
326,1480,1
327,4736,3
327,5749,1
327,3094,4
328,4432,2
329,2209,2
329,1807,3
329,1721,2
329,1242,4
329,4334,3
330,3080,3
330,2551,3
330,3468,1
331,437,4
332,4099,3
333,678,2
333,1835,2
334,1033,1
334,1517,4
334,1412,1
335,4063,1
335,2444,1
336,4059,1
336,3882,3
336,4675,4
336,5757,1
337,5879,3
337,506,1
338,1210,1
339,4478,1
339,5237,4
340,4881,2
340,4609,1
340,714,1
341,4811,4
341,4849,1
342,2702,4
342,1242,1
342,2477,2
342,3816,1
343,3862,1
343,2774,2
344,3330,2
344,3153,4
345,2051,3
345,894,3
345,2564,1
345,4154,2
346,917,1
346,57,4
346,2830,3
346,5086,1
346,807,2
347,1471,3
348,807,1
349,5265,2
349,2585,3
350,1809,2
350,3661,2
350,4977,4
351,3495,3
351,5859,3
351,885,2
351,5457,2
353,1714,1
353,709,1
353,4581,3
354,3506,1
355,1484,3
355,2814,2
355,4883,2
355,3025,3
356,2021,4
356,5132,2
356,1438,4
356,3223,4
357,4380,4
357,4558,4
358,4452,1
358,5762,3
358,319,3
358,2170,1
358,179,1
359,5717,4
359,4351,4
359,690,4
361,2642,2
361,2264,3
361,2504,4
362,1347,1
362,1054,2
362,2951,1
362,627,1
363,691,2
363,168,1
364,5586,3
364,3154,3
364,369,2
365,582,4
365,1789,4
365,1921,2
366,4757,1
366,3046,3
366,3888,1
366,4003,3
366,646,4
366,1659,2
367,2653,4
367,3898,4
367,1607,2
367,5607,2
367,4763,3
368,2168,4
369,2564,4
369,5248,4
370,2845,2
370,4530,1
370,5851,2
370,309,3
370,3727,1
371,2843,1
371,2451,4
371,4072,4
372,564,2
373,4676,4
373,307,3
373,2886,1
373,984,1
374,962,1
374,3852,4
374,173,1
375,1661,3
375,2990,2
376,2771,1
377,85,2
377,3718,4
377,2790,1
377,4927,2
377,1359,3
378,1220,1
378,197,4
378,5223,4
379,383,3
379,1129,3
379,4216,4
380,300,2
380,455,4
380,3824,2
381,1408,4
381,1180,3
381,5379,4
381,3113,1
381,1915,2
382,665,4
382,3859,1
382,2783,1
383,3075,4
383,5631,3
384,2642,2
384,5848,4
385,4664,3
385,2473,4
385,3913,3
386,141,4
386,1566,3
386,2668,2
387,3030,2
387,5325,2
387,1682,1
388,5177,4
388,5055,3
388,1307,2
388,432,4
389,863,2
389,910,1
389,3576,2
389,5500,2
389,1165,2
390,4815,1
390,2047,1
391,5079,2
392,1623,2
392,3707,1
392,10,4
392,1387,1
393,4664,4
393,2643,4
393,1089,1
394,4576,4
394,3576,2
395,812,3
395,3899,3
396,953,3
397,4695,3
397,3772,3
398,692,1
398,4173,3
398,986,1
398,360,2
399,4911,4
400,3020,4
400,1359,3
401,3859,2
401,5825,3
401,3716,2
401,3897,3
401,3607,3
402,5852,4
402,4821,2
402,5765,1
403,955,4
403,3708,1
403,2674,3
404,1799,2
404,5233,1
404,4240,4
405,2430,3
405,1550,1
405,2381,4
405,5091,3
406,1428,1
406,1857,1
406,3120,4
406,5725,1
407,3072,1
408,511,2
408,4120,3
409,3140,3
409,1020,1
412,4306,3
412,634,4
412,4413,4
413,768,3
413,1321,2
413,3270,3
414,4666,3
414,833,4
414,1372,1
414,3937,2
415,390,4
415,1380,4
415,3715,4
416,2398,3
416,5791,4
417,1570,3
417,2141,4
417,1912,3
418,2484,3
418,5909,2
418,4449,2
419,242,1
419,1294,1
419,4343,3
420,796,4
420,4338,3
421,4812,3
421,4720,1
421,5560,4
422,4026,1
422,5551,3
423,5591,4
423,5043,4
423,3138,4
423,79,1
423,5390,4
424,5610,3
424,4879,3
424,431,1
425,4728,4
425,1086,2
425,5011,4
426,5316,3
426,3123,1
427,3157,3
428,1061,2
428,4111,2
429,5150,1
430,3183,4
430,1232,3
430,82,4
430,1011,2
430,2714,1
431,494,1
431,4912,2
432,4645,1
432,4201,1
433,4129,4
434,2033,1
435,5048,2
435,4698,2
436,345,2
436,305,1
436,1089,2
436,2405,2
437,5017,1
438,2298,3
438,4241,2
438,1399,1
439,4508,4
439,3130,1
439,3395,3
440,2223,1
440,2333,4
440,3241,1
441,5548,4
441,3174,2
441,1369,1
442,2835,2
442,3775,3
443,2903,2
443,1241,3
445,5273,1
445,3266,1
445,3684,1
446,811,1
446,3162,3
447,4922,2
447,316,4
447,786,4
447,5169,4
448,1055,1
448,304,2
448,259,4
449,1603,4
449,3749,1
450,660,2
450,779,4
450,3543,2
450,2870,2
450,528,1
451,657,1
451,5880,3
452,3650,2
452,2001,4
452,432,4
452,3060,3
453,5369,1
453,1912,3
453,5697,1
454,1773,2
454,4283,1
454,3264,1
455,1560,1
455,3685,2
455,514,3
456,4578,2
456,2587,1
456,1642,2
456,533,3
457,5529,2
457,2444,2
458,3028,4
458,3366,2
458,997,2
458,554,3
458,2380,1
459,4571,4
459,2552,3
459,940,1
460,3630,4
460,1417,3
460,5814,1
461,4604,3
461,579,4
461,4918,2
462,3379,1
462,3944,3
462,5129,1
463,1079,2
464,2536,1
464,1297,4
464,1615,2
464,5724,2
465,3446,3
466,743,1
466,5487,2
467,1041,1
467,3202,2
467,1239,3
468,2401,1
468,4590,1
468,1498,2
468,2090,1
469,574,4
469,3233,1
470,2518,1
471,985,1
471,4094,1
471,1176,2
471,380,3
472,1123,1
473,2862,1
473,5689,1
473,15,3
473,4100,1
474,4017,4
474,3658,3
475,2844,4
475,1733,3
475,5533,2
475,1037,4
476,2464,2
476,3204,4
477,5356,3
478,3783,4
478,2814,1
478,1081,2
478,900,1
478,5348,4
479,3901,2
479,329,4
479,1378,1
480,296,1
480,4885,3
480,1582,4
480,2028,4
481,870,4
481,248,2
481,4180,4
481,244,2
481,127,3
482,5309,2
483,3353,4
483,4930,2
483,1979,4
484,3018,4
484,976,4
484,2089,4
485,5770,4
485,459,3
485,5416,3
486,4141,3
486,4210,2
486,3218,1
486,5200,1
487,1725,1
487,1788,2
487,2591,4
488,658,4
488,4857,4
488,3009,2
488,4491,1
488,2731,3
489,3611,3
489,5106,3
490,4173,4
490,2619,2
490,2676,2
491,1875,4
491,776,2
491,3168,2
491,5196,2
491,5163,1
492,5328,1
492,2727,1
493,5393,4
493,1169,4
494,5342,4
494,4777,2
494,4713,4
494,1274,4
495,5212,4
496,4491,1
496,2627,4
496,1577,3
496,381,2
497,196,2
497,4536,1
498,5269,3
498,85,1
498,1752,3
499,5739,1
499,13,4
499,4489,3
500,4351,3
500,4658,2
500,3872,3
500,3090,1
501,315,3
501,2499,3
501,4598,2
501,4712,4
501,2518,4
502,241,1
502,3226,4
503,3270,4
503,2152,3
504,2975,1
504,4586,1
505,1498,1
505,4401,3
505,1561,1
506,4282,4
506,1286,3
506,4597,1
507,2458,3
507,3641,1
507,172,4
508,5277,3
508,4301,1
508,2695,4
508,2540,3
509,1473,2
509,3700,4
510,5872,2
510,1826,4
510,5161,3
510,1477,3
510,5323,3
511,2270,1
511,1381,4
511,1645,1
511,5180,4
511,4777,4
512,3209,2
512,1534,2
512,1872,4
512,3017,2
512,3225,1
512,21,1
513,1254,4
514,714,4
515,4459,1
515,4448,4
515,2547,3
516,2079,2
517,5351,3
517,5203,4
517,2256,1
518,4223,3
518,1411,1
518,4501,1
519,534,4
519,944,1
519,2858,2
519,3597,1
519,1186,2
520,5407,4
520,2788,1
520,3713,1
521,3702,1
521,5033,3
522,4241,1
523,346,1
523,2349,3
524,1797,2
524,4381,3
525,2423,3
525,4552,1
525,5442,4
526,4970,4
526,1352,4
527,5232,1
527,2103,4
528,2414,1
528,4510,1
528,2806,2
528,4311,2
529,3311,1
529,2383,3
529,5522,2
529,3376,2
530,19,4
530,3074,1
530,346,1
530,1583,3
530,5723,4
531,3747,1
531,3771,2
532,1078,3
532,4187,1
532,162,2
533,125,3
533,499,3
534,5882,1
535,5623,4
536,2042,1
536,3916,4
536,3782,3
536,5720,2
536,5264,4
537,4091,4
537,2767,4
537,1363,3
537,1801,1
538,1960,4
540,1222,2
540,771,4
541,5154,2
541,2508,4
541,5630,3
541,1398,1
542,4284,4
542,4327,4
543,3312,2
543,4264,2
544,5051,3
544,1406,2
545,1527,2
545,3629,4
545,355,4
546,2414,4
546,742,2
546,1561,4
546,2731,1
547,111,2
547,1700,4
548,4976,2
548,1529,2
549,1681,3
549,2328,2
549,4751,3
550,5656,2
550,257,1
550,1640,4
550,4393,2
550,3493,1
551,2163,2
551,4769,4
551,4495,4
551,5088,3
552,1205,1
552,4374,2
552,565,4
552,5110,2
552,3921,3
553,3617,1
554,3470,3
554,5023,1
554,1717,3
555,1604,3
555,4929,1
556,1086,4
556,5237,4
556,1675,2
557,4357,2
557,458,4
558,1087,4
558,4073,3
558,5701,4
559,3088,4
559,107,2
559,794,1
559,5141,2
560,4042,4
560,1146,4
561,5300,4
561,4710,4
561,841,4
562,4691,4
562,737,3
563,3729,1
563,4011,2
563,824,3
563,3024,1
564,4234,4
564,2612,4
564,5121,3
565,3912,1
565,4769,2
565,4154,3
566,4216,4
566,5348,4
566,4912,4
566,420,1
567,3738,1
567,184,1
567,1929,2
568,5673,4
568,215,1
568,2294,2
568,761,2
569,3058,1
569,1119,2
570,1484,3
570,3443,2
570,5440,3
570,2018,4
571,1356,4
571,3563,1
571,1225,1
571,725,4
571,4233,4
572,1394,2
573,355,3
573,4045,4
574,5044,1
574,1847,4
574,3219,2
574,2920,4
575,621,4
575,2848,4
576,2984,1
576,5256,4
576,1350,4
576,4872,3
577,5794,3
577,5345,1
577,19,3
578,1081,4
578,4535,3
578,2043,1
579,2545,1
579,591,3
579,4592,4
580,643,1
580,1988,1
580,5721,4
581,2162,1
581,1095,1
582,4291,1
582,3978,2
582,4290,3
583,4610,4
583,3127,1
584,1639,3
584,1788,1
585,3062,4
585,178,1
585,4835,4
585,4227,2
585,2392,1
586,4103,2
586,1322,3
587,1343,1
587,4887,2
587,3769,4
588,130,3
588,5499,1
588,2382,3
588,1070,2
589,4610,1
590,2198,2
590,3389,1
590,5851,4
590,4318,4
590,1787,4
591,129,3
591,3031,3
591,4476,1
591,4787,3
592,1078,3
593,5729,3
594,2887,1
594,813,4
595,5349,2
595,5492,1
595,3036,1
596,5183,3
596,4015,3
597,3632,2
598,895,4
599,1092,4
601,551,2
601,4107,1
601,4980,4
602,560,2
602,3343,3
603,4090,1
603,2441,3
604,5351,1
604,3894,1
604,819,4
604,4329,2
604,2489,1
604,57,3
605,2858,1
605,5426,4
605,5562,1
605,1705,2
606,2665,3
606,5828,2
606,598,4
606,4772,1
607,4077,4
607,600,1
608,331,2
608,1960,2
608,2240,2
608,2208,4
609,4129,1
609,1766,3
609,2241,1
610,4520,3
610,481,3
610,5876,3
611,2611,1
611,3781,2
611,26,2
611,2351,1
612,4373,2
613,3767,1
613,3597,4
614,5334,3
614,667,1
614,5032,2
615,2465,1
615,3474,4
615,3925,2
616,1216,1
617,4940,4
617,2425,3
617,4425,2
617,5728,3
618,3962,1
619,4710,3
619,2424,4
619,5140,2
619,2365,4
619,4405,1
620,207,3
620,1561,4
620,3112,4
621,4260,1
621,1460,4
622,2992,4
622,3092,4
623,865,2
623,1812,2
624,4676,4
624,1673,4
624,2199,2
625,3286,4
625,4590,1
625,2526,2
626,3995,1
626,3788,1
626,286,1
627,2173,3
627,5064,1
627,502,3
628,5755,1
628,3372,4
629,3190,2
629,785,3
629,1258,4
629,5169,3
630,3195,3
630,5727,4
630,1834,3
630,1428,3
631,3219,1
631,476,1
631,5364,3
631,4757,3
631,5093,1
632,1666,4
632,2761,3
632,2807,4
633,3388,3
633,330,1
634,4474,2
634,4703,4
635,713,1
636,4703,1
636,2883,3
636,1398,3
637,4364,2
637,3189,3
637,5663,4
637,1716,2
638,3628,4
638,5782,2
638,2963,2
638,2733,4
639,2143,2
639,829,2
640,433,1
640,341,4
640,5413,2
641,2728,1
641,2593,2
641,611,1
642,3964,3
642,5668,1
642,3223,2
643,2764,1
643,1925,2
643,5175,4
643,5700,2
644,4460,2
644,2364,1
645,5591,3
645,4439,4
645,2393,2
646,4908,4
646,3521,2
646,4717,3
646,5530,4
647,172,3
647,4584,3
647,4598,3
647,5378,1
647,3888,2
648,1049,2
648,4247,4
648,3961,3
648,2081,4
649,1622,1
649,3485,2
650,774,4
650,1980,4
650,2896,4
650,1841,4
651,875,3
651,3233,3
651,4861,1
652,2576,1
652,395,4
652,2236,1
652,3110,4
652,5173,3
653,2698,2
653,4354,3
654,191,1
655,4850,2
656,2963,2
656,2642,4
656,2392,3
656,439,2
656,146,1
657,5502,1
657,1548,4
657,2568,4
657,1566,1
658,2553,2
658,4156,3
658,3365,2
658,3684,4
659,450,2
659,3701,1
659,1355,2
660,5607,3
660,295,2
660,2989,1
660,2209,1
661,4007,3
662,1042,3
662,3906,4
662,5318,2
663,5865,3
663,5356,2
663,5570,4
664,2267,1
664,3781,2
664,480,4
664,5385,2
665,2871,1
665,2805,4
665,3773,3
666,5278,4
666,420,1
666,4710,3
666,5594,3
667,2373,3
667,5157,1
667,874,2
668,3085,2
668,886,2
668,979,3
669,2277,1
670,3794,3
670,1048,1
670,3680,3
671,5885,4
671,3265,1
672,5219,2
672,2592,2
672,3597,3
672,441,3
672,1883,4
673,2538,4
673,344,1
673,712,2
673,1650,1
674,4201,3
674,5003,3
674,2254,2
675,1617,3
676,1136,3
676,2351,1
676,728,1
677,1726,1
677,1592,3
677,2855,4
678,3164,2
678,1966,1
679,4708,3
679,66,3
679,3395,1
680,3182,4
680,175,3
681,3657,3
681,818,3
681,1596,4
681,2460,1
682,5766,4
682,4360,4
682,4555,2
682,3906,2
683,4196,2
683,1777,4
683,302,3
683,4963,1
684,2481,3
684,2752,1
685,5691,1
685,2267,2
685,4767,3
686,1961,4
686,36,1
686,5072,1
687,91,2
687,581,3
687,351,2
688,2615,3
688,623,4
688,1881,1
689,1971,4
689,5248,3
690,5747,2
690,2375,4
690,1223,2
691,1139,2
691,5565,2
691,2394,1
692,185,1
692,1227,4
692,4302,4
692,5824,3
692,448,3
693,1797,4
693,1947,4
693,1389,1
694,3704,2
694,5740,1
695,5259,1
696,975,2
696,5176,4
696,190,3
697,2403,3
697,1678,3
697,1389,2
697,5494,1
697,2800,4
698,5650,4
698,2171,4
698,1910,2
699,508,2
699,1337,3
699,3240,3
700,3582,3
700,5753,4
701,3692,2
701,124,4
701,5913,2
701,2735,4
701,2831,4
702,5827,2
702,1694,2
702,1173,4
703,5223,4
703,550,3
704,5027,2
704,4622,2
704,4515,1
705,1747,1
705,489,1
705,627,1
706,184,1
707,2824,3
707,3095,3
708,33,2
709,947,4
709,1415,1
709,5030,1
710,3262,2
710,1466,1
710,237,4
710,1371,1
710,497,2
711,507,1
711,1385,2
711,44,4
712,1544,1
712,4934,3
712,1234,1
712,1775,2
713,378,3
713,5744,3
713,3487,2
714,2224,3
714,5169,1
714,5625,4
714,2705,1
715,5278,2
715,5632,1
715,447,4
