movieId,tmdbId,budget,genres,homepage,keywords,original_language,original_title,overview,poster_path,backdrop_path,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
333,70,30000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.milliondollarbaby-derfilm.de/,"[{""id"": 396, ""name"": ""transporter""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 2660, ""name"": ""strong woman""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4327, ""name"": ""stroke of fate""}, {""id"": 4613, ""name"": ""training""}, {""id"": 5212, ""name"": ""advancement""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 156330, ""name"": ""boxing trainer""}, {""id"": 207999, ""name"": ""determination""}]",en,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",/2ti3l1OeB8G94yyqfAI7nmMZUbA.jpg,/oGMomeS7bE43eN8SGJUaKvQnmud.jpg,70.456012,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Albert S. Ruddy Productions"", ""id"": 16311}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-12-2004,216763646,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ga"", ""name"": ""Gaeilge""}]",Released,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",Million Dollar Baby,7.7,2439
334,51497,125000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",http://www.watchvideoseries.com/movies/fast-five-2011-2/,"[{""id"": 1161, ""name"": ""brazil""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 9777, ""name"": ""escape from prison""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10594, ""name"": ""money""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 12414, ""name"": ""escaped convict""}, {""id"": 33885, ""name"": ""car""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 159953, ""name"": ""automobile racing""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Fast Five,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",/gEfQjjQwY7fh5bI4GlG0RrBu7Pz.jpg,/lvSxooYCRuF3S2kHWXYTrcOtYco.jpg,7.255718,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""One Race Productions"", ""id"": 1225}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-04-2011,626137675,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Get the Fifth Gear.,Fast Five,7.1,2438
335,18239,50000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.twilightthemovie.com/,"[{""id"": 305, ""name"": ""moon""}, {""id"": 1388, ""name"": ""cinema""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 231407, ""name"": ""fang vamp""}]",en,The Twilight Saga: New Moon,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",/j5jM5pq78ObAXX1WhTsb115EkLl.jpg,/eWAmfnP2DGIS2sEZ8tSua6yfwLA.jpg,94.815867,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Maverick Films"", ""id"": 4000}, {""name"": ""Imprint Entertainment"", ""id"": 5218}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-03-2009,709827462,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,The Next Chapter Begins.,The Twilight Saga: New Moon,5.6,2436
336,37686,50000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.super8-movie.com/,"[{""id"": 1228, ""name"": ""1970s""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10663, ""name"": ""train crash""}, {""id"": 13132, ""name"": ""pistol""}, {""id"": 17994, ""name"": ""firecracker""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Super 8,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",/sytFL6ALMAesKZoarlp7bIDKnns.jpg,/tQFwpwJg6Je7l6A8rgRZ8yefvdV.jpg,37.069253,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""K/O Camera Toys"", ""id"": 23300}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",08-06-2011,260095987,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It Arrives.,Super 8,6.6,2435
337,65754,90000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}]",http://dragontattoo.com/,"[{""id"": 570, ""name"": ""rape""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 917, ""name"": ""journalism""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 4470, ""name"": ""punk""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10371, ""name"": ""antisocial personality disorder""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 10941, ""name"": ""disappearance""}, {""id"": 12361, ""name"": ""hacking""}, {""id"": 155555, ""name"": ""computer hacker""}, {""id"": 156386, ""name"": ""bible quote""}, {""id"": 197952, ""name"": ""scandinavian""}, {""id"": 207691, ""name"": ""abuse""}]",en,The Girl with the Dragon Tattoo,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",/vbLedKc1BUF4FOH1GyHW62FulCc.jpg,/egKntJKzEL6HgalIyQ0Q5cMmDOA.jpg,47.651083,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Film Rites"", ""id"": 8083}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Yellow Bird"", ""id"": 33817}, {""name"": ""Ground Control"", ""id"": 47479}]","[{""iso_3166_1"": ""NO"", ""name"": ""Norway""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-12-2011,232617430,158,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil shall with evil be expelled.,The Girl with the Dragon Tattoo,7.2,2434
338,258489,180000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",http://legendoftarzan.com,"[{""id"": 409, ""name"": ""africa""}, {""id"": 5650, ""name"": ""feral child""}, {""id"": 7347, ""name"": ""tarzan""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 158130, ""name"": ""animal attack""}]",en,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",/eJrfz178xBGlxjDGxnBXTzWWa4w.jpg,/sIZUWHQvrDzVcgBbJcjs3LUtbUp.jpg,42.741719,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Beagle Pug Films"", ""id"": 46339}, {""name"": ""Riche Productions"", ""id"": 86565}, {""name"": ""Village Roadshow Films North America"", ""id"": 86566}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",29-06-2016,356743061,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Human. Nature.,The Legend of Tarzan,5.5,2430
339,158015,3000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 7246, ""name"": ""barricade""}, {""id"": 14903, ""name"": ""home invasion""}, {""id"": 221957, ""name"": ""constitutional convention""}, {""id"": 221958, ""name"": ""legalized murder""}, {""id"": 221960, ""name"": ""social allegory""}]",en,The Purge,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",/x6hwbnR2nGacSzljqYaXY25w1Me.jpg,/9J3HHP3kQ5ZStyirJyWPWtvvrHY.jpg,54.403033,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""20th Century Fox Russia"", ""id"": 18065}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",31-05-2013,89328627,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"One night a year, all crime is legal.",The Purge,6,2428
340,747,4000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",,"[{""id"": 639, ""name"": ""record collection""}, {""id"": 2382, ""name"": ""flower""}, {""id"": 2836, ""name"": ""cheese""}, {""id"": 5319, ""name"": ""pub""}, {""id"": 6581, ""name"": ""surrey""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14744, ""name"": ""english""}, {""id"": 18298, ""name"": ""tv show in film""}, {""id"": 33615, ""name"": ""cricket bat""}, {""id"": 33616, ""name"": ""broken bottle""}, {""id"": 50009, ""name"": ""survival horror""}, {""id"": 155479, ""name"": ""british pub""}, {""id"": 191076, ""name"": ""english pub""}, {""id"": 233944, ""name"": ""you've got red on you""}]",en,Shaun of the Dead,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg,/mrdHbaCp3ysDrzUHle5eQlY9Vzu.jpg,49.12486,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Talk Productions"", ""id"": 443}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""WT2 Productions"", ""id"": 10462}, {""name"": ""De Wolfe Music"", ""id"": 53047}, {""name"": ""Inside Track 2"", ""id"": 53048}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",09-04-2004,30039392,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A romantic comedy. With zombies.,Shaun of the Dead,7.5,2420
341,273481,30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,"[{""id"": 534, ""name"": ""mexico""}, {""id"": 591, ""name"": ""cia""}, {""id"": 919, ""name"": ""smoking""}, {""id"": 1556, ""name"": ""texas""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11719, ""name"": ""dirty cop""}, {""id"": 13042, ""name"": ""soccer""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 160194, ""name"": ""night vision""}, {""id"": 164881, ""name"": ""death of daughter""}, {""id"": 189102, ""name"": ""tunnel""}, {""id"": 191209, ""name"": ""el paso""}, {""id"": 198423, ""name"": ""moral dilemma""}, {""id"": 208397, ""name"": ""death of wife""}, {""id"": 217064, ""name"": ""mexican cartel""}]",en,Sicario,"A young female FBI agent joins a secret CIA operation to take down a Mexican cartel boss, a job that ends up pushing her ethical and moral values to the limit.",/kTzfTJ2YZLNloOsE3PserEFCcg5.jpg,/4NdAMnBwSAaSsUjoXkcU5aW28RF.jpg,55.424027,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Black Label Media"", ""id"": 33681}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-09-2015,84025816,121,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The border is just another line to cross.,Sicario,7.2,2416
342,87502,31000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.paramount.com/flight,"[{""id"": 718, ""name"": ""confession""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 11314, ""name"": ""f word""}, {""id"": 11461, ""name"": ""hangover""}, {""id"": 12617, ""name"": ""airplane crash""}, {""id"": 41308, ""name"": ""syringe""}, {""id"": 41596, ""name"": ""denial""}, {""id"": 158436, ""name"": ""porn actress""}, {""id"": 185950, ""name"": ""jesus freak""}, {""id"": 185952, ""name"": ""baseball stadium""}, {""id"": 185953, ""name"": ""perjury""}, {""id"": 185954, ""name"": ""national transportation safety board""}, {""id"": 185957, ""name"": ""flying upside down""}, {""id"": 185959, ""name"": ""narcissist""}, {""id"": 185969, ""name"": ""relapse""}, {""id"": 185974, ""name"": ""substance abuse""}]",en,Flight,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",/1AjXgBM2lkpG3FLQO0f6AK3Bi1e.jpg,/mG8PDdaCANAVQMrjTKc69Z7NjF3.jpg,42.213765,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}, {""name"": ""ImageMovers"", ""id"": 11395}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02-11-2012,161772375,138,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Flight,6.5,2415
343,654974,18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",https://www.foxconnect.com/home-alone-4.html,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 1437, ""name"": ""burglar""}, {""id"": 14903, ""name"": ""home invasion""}, {""id"": 15075, ""name"": ""mischief""}, {""id"": 163841, ""name"": ""booby trap""}, {""id"": 169826, ""name"": ""home alone""}, {""id"": 169829, ""name"": ""suburban chicago""}, {""id"": 169850, ""name"": ""mischievous child""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 208349, ""name"": ""child""}]",en,Home Alone,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",/fP3VvqUjEBjawxZHL4sYCq2ZdJD.jpg,/a8tH0jl37366bLVyPB08dncgqqd.jpg,2.186927,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Hughes Entertainment"", ""id"": 477}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09-11-1990,476684675,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Family Comedy Without the Family.,Home Alone,7.1,2414
344,49519,135000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.thecroodsmovie.com/,"[{""id"": 4428, ""name"": ""stone age""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5905, ""name"": ""father""}, {""id"": 10506, ""name"": ""prehistoric""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 18035, ""name"": ""family""}, {""id"": 159955, ""name"": ""cavemen""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Croods,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",/pBn3zbixFgX11lZ84KJgLoELfYd.jpg,/bNgqt819qpHcszjCzLCG5y16ldF.jpg,64.183321,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-03-2013,585178928,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Meet the first modern family.,The Croods,6.8,2399
345,53182,110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}]",http://www.300themovie.com/,"[{""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 162861, ""name"": ""ancient greece""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 182677, ""name"": ""sea battle""}, {""id"": 188955, ""name"": ""hand to hand combat""}, {""id"": 190999, ""name"": ""minions""}, {""id"": 195862, ""name"": ""naval warfare""}, {""id"": 209714, ""name"": ""3d""}]",en,300: Rise of an Empire,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.",/dfmIok6B1sUW642zyiCtbnBRCoW.jpg,/chjkfyo57JexWo1YeIZRMk8wA4m.jpg,71.510596,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Hollywood Gang Productions"", ""id"": 2994}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",05-03-2014,337580051,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Seize your glory!,300: Rise of an Empire,6.1,2397
346,772,18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 242, ""name"": ""new york""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 207317, ""name"": ""christmas""}]",en,Home Alone 2: Lost in New York,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.",/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg,/fQnV4H8Yd46nvyuoEaUgWmt9RjC.jpg,81.487685,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Hughes Entertainment"", ""id"": 477}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",19-11-1992,358991681,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,He's up past his bedtime in the city that never sleeps.,Home Alone 2: Lost in New York,6.3,2395
347,435,125000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.thedayaftertomorrow.com/,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 295, ""name"": ""library""}, {""id"": 843, ""name"": ""cataclysm""}, {""id"": 2210, ""name"": ""climate change""}, {""id"": 2212, ""name"": ""greenhouse effect""}, {""id"": 2213, ""name"": ""tornado""}, {""id"": 2214, ""name"": ""twister""}, {""id"": 2215, ""name"": ""hurricane""}, {""id"": 2216, ""name"": ""hail""}, {""id"": 2218, ""name"": ""temperature drop""}, {""id"": 2219, ""name"": ""ice age""}, {""id"": 2220, ""name"": ""polar zone""}, {""id"": 2221, ""name"": ""meteorology""}, {""id"": 2222, ""name"": ""gulfstream""}, {""id"": 2223, ""name"": ""barrier ice""}, {""id"": 2224, ""name"": ""ice melting""}, {""id"": 2225, ""name"": ""third world""}, {""id"": 2226, ""name"": ""exodus""}, {""id"": 2227, ""name"": ""evacuation""}, {""id"": 3693, ""name"": ""climate""}, {""id"": 6086, ""name"": ""government""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 34161, ""name"": ""doomsday""}, {""id"": 157160, ""name"": ""antarctic""}, {""id"": 199076, ""name"": ""disaster movie""}]",en,The Day After Tomorrow,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",/kNKy8eJemg6sCAMBgh4xrD0lleX.jpg,/fXJhA3pjLMDkHPgZ2GVhRDXA5M3.jpg,41.380094,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Mark Gordon Productions"", ""id"": 11362}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",26-05-2004,544272402,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Where will you be?,The Day After Tomorrow,6.2,2392
348,49017,70000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]",,"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 3633, ""name"": ""dracula""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 213097, ""name"": ""15th century""}, {""id"": 214410, ""name"": ""ottoman empire""}, {""id"": 225470, ""name"": ""vlad""}, {""id"": 231407, ""name"": ""fang vamp""}, {""id"": 232534, ""name"": ""tepes""}]",en,Dracula Untold,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.",/m5h3NtZ2ZfryIHl1MvatmANvIqQ.jpg,/f02FFv77Rh62633YEjimv7C6JM3.jpg,64.457947,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Michael De Luca Productions"", ""id"": 27551}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-10-2014,215529201,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every bloodline has a beginning,Dracula Untold,6.2,2389
349,11224,95000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",http://movies.disney.com/cinderella,"[{""id"": 995, ""name"": ""cinderella""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 9920, ""name"": ""royalty""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 158438, ""name"": ""lost shoe""}, {""id"": 173003, ""name"": ""evil stepmother""}, {""id"": 186847, ""name"": ""retelling""}]",en,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",/avz6S9HYWs4O8Oe4PenBFNX4uDi.jpg,/wQraxOsaq0NwTO9rSwLo4Nc8hVG.jpg,101.187052,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Genre Films"", ""id"": 28788}, {""name"": ""Beagle Pug Films"", ""id"": 46339}, {""name"": ""Allison Shearmur Productions"", ""id"": 47706}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12-03-2015,543514353,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Midnight is just the beginning.,Cinderella,6.7,2374
